Physician ID,Physician Name,Specialty,Jan'23,Feb'23,Mar'23,Apr'23,May'23,Jun'23,Jan'232,Feb'232,Mar'232,Apr'232,May'232,Jun'232
13456139,RAYMOND CHAQUETTE,GYNECOLOGICAL ONCOLOGY,6,18,16,29,30,45,3,14,30,35,29,47
69409736,Ghassan Zalzaleh,SURGICAL ONCOLOGY,13,11,28,22,39,43,10,3,21,18,29,38
27038587,Bruce Cheson,-,1,17,34,34,38,43,1,30,23,23,44,51
17902989,MARIETTE AUSTIN,-,3,12,27,22,26,36,7,22,30,37,35,43
18009168,ELLIS LEVINE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",4,11,19,29,32,36,22,25,27,29,46,51
91853645,James Lechner,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,14,21,35,29,45,16,10,27,32,49,39
35650269,ALEXANDRA CATHCART,"PATHOLOGY, HEMATOLOGY",6,24,33,28,27,32,13,27,12,21,44,49
98076765,ALYCIA FOTI,GYNECOLOGICAL ONCOLOGY,11,23,24,19,29,31,29,5,21,17,43,40
29856824,DESTRY ELMS,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,18,16,23,25,30,11,9,12,36,35,44
26689341,JUDITH KABAT,HEMATOLOGY,9,24,18,34,28,45,17,8,36,21,43,39
75793623,FAWZI ABU ROUS,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,19,35,18,29,38,0,12,40,30,45,55
69318787,AJLAN AL ZAKI,"PATHOLOGY, HEMATOLOGY",10,21,25,24,27,39,16,24,13,22,50,45
35245651,Benjamin Diamond,SURGICAL ONCOLOGY,2,21,14,34,39,44,0,19,22,34,28,54
26037607,Matthew Tenold,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,24,14,25,29,46,4,17,21,40,45,37
34080129,BAHAR MOFTAKHAR,"PATHOLOGY, HEMATOLOGY",4,18,32,22,30,39,1,22,29,32,36,53
59812187,MICHAEL CHAN,PEDIATRIC HEMATOLOGY ONCOLOGY,6,16,24,29,33,39,22,3,34,33,45,35
71693605,John Norko,PEDIATRIC HEMATOLOGY ONCOLOGY,13,19,17,18,30,48,1,6,29,25,44,53
53675598,MARIE NOISETTE,PEDIATRIC HEMATOLOGY ONCOLOGY,6,24,12,31,29,32,28,5,11,38,25,41
42267219,MARIA CARTER FEBRES,-,6,10,30,17,34,35,6,30,26,37,41,39
23245213,MATTHEW WILKINS,HEMATOLOGY,8,17,13,20,39,49,0,27,37,19,50,39
67715804,CASEY MEHRHOFF,RADIOLOGY ONCOLOGY,11,15,18,16,40,45,14,23,17,35,47,35
98768162,SARAH MUSHTAQ,PEDIATRIC HEMATOLOGY ONCOLOGY,3,19,13,33,30,35,0,18,36,21,49,47
23240735,MELANIE DEGLIUOMINI,-,3,12,16,30,30,38,8,22,13,19,45,49
14091205,SAGHI ESFANDIARIFARD,PEDIATRIC HEMATOLOGY ONCOLOGY,14,14,33,15,35,50,22,21,12,21,34,45
22367174,JOSEPH RIMANDO,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,21,32,16,26,38,29,12,37,23,41,52
90311203,FEI SONG,PEDIATRIC HEMATOLOGY ONCOLOGY,5,25,15,35,36,36,16,27,21,35,34,54
40504632,ANDREW CRABBE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,17,32,15,27,39,24,12,11,20,47,40
67023682,David Yin,HEMATOLOGY,14,25,26,30,36,39,7,26,10,17,26,42
36501531,SHANNON CONNEELY,HEMATOLOGY/ONCOLOGY,10,22,28,33,40,47,30,10,26,31,38,35
24895936,CAMILLE BERRIOCHOA,GYNECOLOGICAL ONCOLOGY,3,16,12,25,34,48,14,5,19,20,47,47
96761884,ALBERT YEH,-,9,10,26,16,28,37,14,22,24,32,44,50
36299055,WILLIAM RAFELSON,"PATHOLOGY, HEMATOLOGY",4,18,15,23,27,45,11,30,40,27,45,51
97064403,JENNIFER VOGEL,HEMATOLOGY/ONCOLOGY,10,25,30,32,31,49,2,21,37,18,32,48
77707469,HUSSEIN HAMAD,HEMATOLOGY/ONCOLOGY,14,12,16,18,32,32,15,17,12,36,46,52
98713727,ERIC LUK,RADIOLOGY ONCOLOGY,4,14,23,28,40,38,22,11,40,33,30,48
21979931,BAHAR LADERIAN,HEMATOLOGY,13,17,11,31,39,39,15,0,14,39,25,50
35124417,ROBERT LOPEZ,ONCOLOGY MEDICAL,6,24,18,21,25,46,1,10,22,28,31,35
66847586,SISI ZHENG,PEDIATRIC HEMATOLOGY ONCOLOGY,7,11,32,29,34,46,8,24,31,39,50,51
98290935,Zachary Frosch,GYNECOLOGICAL ONCOLOGY,3,20,24,16,33,36,26,8,11,15,30,39
48892582,SCOTT MILLMAN,"PATHOLOGY, HEMATOLOGY",6,24,34,18,33,33,6,18,11,23,29,40
82438877,CHARLOTTE RIVERS,GYNECOLOGICAL ONCOLOGY,7,13,16,30,25,38,23,5,12,26,40,39
71860291,BRIANNA CONFORTI,PEDIATRIC HEMATOLOGY ONCOLOGY,4,13,35,27,40,39,27,4,33,37,32,44
58590097,DAVID MACARI,"PATHOLOGY, HEMATOLOGY",10,15,13,31,28,39,25,25,20,34,50,42
47935557,JOHN SHIN,SURGICAL ONCOLOGY,7,21,35,34,39,40,0,21,40,22,30,41
25560371,RACHEL DONOHUE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",0,24,34,19,31,31,10,21,23,33,34,47
74750261,Mahmoud Gaballa,GYNECOLOGICAL ONCOLOGY,15,22,20,32,28,41,26,16,19,29,34,40
72103518,MICHAEL SHAFIQUE,HEMATOLOGY/ONCOLOGY,0,12,35,20,31,49,10,22,18,16,36,46
56372059,Adam Forman,HEMATOLOGY,5,17,32,21,30,30,22,12,16,15,31,54
76779470,RACHEL LUEBBE,PEDIATRIC HEMATOLOGY ONCOLOGY,0,20,33,21,37,34,17,9,26,40,47,53
92084311,ONYEKACHI OGBONNA,ONCOLOGY MEDICAL,2,21,30,18,25,45,23,18,33,17,35,37
69621683,Dhanalakshmi Balakrishnan,GYNECOLOGICAL ONCOLOGY,2,18,23,25,31,48,26,1,32,22,36,47
72978638,COLIN GODWIN,SURGICAL ONCOLOGY,0,25,19,31,39,31,21,11,25,39,46,41
79037033,Natalie Ertz-Archambault,ONCOLOGY MEDICAL,10,13,19,29,40,35,20,23,16,20,33,43
28234746,Sneha Purvey,HEMATOLOGY/ONCOLOGY,7,24,25,32,36,48,8,21,36,26,50,47
98346737,Yaohong Tan,SURGICAL ONCOLOGY,3,11,23,32,37,49,24,2,16,26,33,50
29037315,CLAUDIA ZAPATA,-,7,24,27,28,40,35,21,16,33,35,36,55
70241648,KEYUR THAKAR,HEMATOLOGY,0,20,24,26,30,47,5,11,35,23,31,42
32840832,Christopher Rokes,GYNECOLOGICAL ONCOLOGY,0,22,33,17,35,44,9,0,40,28,27,39
88504831,APRYL SCOTT,"PATHOLOGY, HEMATOLOGY",14,21,13,21,37,34,29,18,15,38,27,40
31424420,Kimberly Esham,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,25,17,19,34,35,28,9,17,19,35,44
50965973,ANNA WEINBERG,PEDIATRIC HEMATOLOGY ONCOLOGY,14,12,16,27,25,36,2,21,32,34,36,35
75281534,Kaihong Mi,"PATHOLOGY, HEMATOLOGY",1,23,28,26,31,31,4,14,11,15,50,54
15597049,JOSEPH KUECHLE,"PATHOLOGY, HEMATOLOGY",3,13,15,17,27,45,21,23,13,33,39,51
65353755,ROBERT TAYLOR,SURGICAL ONCOLOGY,10,11,18,33,29,40,26,2,14,17,28,49
75949495,EMILY FRANZBLAU,HEMATOLOGY,8,23,26,18,29,47,15,13,11,21,36,45
13220328,KATHERINE SCHRENK,PEDIATRIC HEMATOLOGY ONCOLOGY,6,22,16,24,27,34,20,30,35,33,28,47
37115135,SIAMAK SAADAT,HEMATOLOGY/ONCOLOGY,13,16,11,25,27,35,0,20,37,27,49,38
98230497,JENNIFER CROZIER,HEMATOLOGY/ONCOLOGY,4,19,18,24,30,43,14,5,19,33,25,51
61320934,VENKATA POKURI,"PATHOLOGY, HEMATOLOGY",1,17,31,21,26,37,30,8,35,39,26,37
92762651,XUEJUN TIAN,HEMATOLOGY,0,19,35,25,26,38,30,6,21,39,46,43
55449311,RANA HAWAMDEH,-,2,22,10,30,37,30,14,5,14,25,26,51
98499610,ABHISEK SWAIKA,ONCOLOGY MEDICAL,12,16,17,21,29,34,9,2,15,39,49,35
32304154,Qin Chang,"PATHOLOGY, HEMATOLOGY",13,22,19,20,25,46,18,20,19,27,49,52
14059910,LIANNA MARKS,HEMATOLOGY/ONCOLOGY,13,15,16,23,36,40,12,3,27,27,40,43
24192694,JOHN MCCOOL,-,1,17,31,15,27,42,10,17,29,24,35,47
78724635,KATHERINE EXTEN,"PATHOLOGY, HEMATOLOGY",3,22,21,24,26,46,5,10,12,31,33,49
84496141,Benjamin Heyman,GYNECOLOGICAL ONCOLOGY,0,22,27,33,29,30,15,28,38,19,44,49
22517064,NAM BUI,GYNECOLOGICAL ONCOLOGY,14,13,12,30,30,46,3,6,37,34,34,50
72140060,DAVID MANGUM,GYNECOLOGICAL ONCOLOGY,0,24,29,31,29,48,30,8,12,36,49,54
52472564,ARPIT RAO,RADIOLOGY ONCOLOGY,3,18,11,34,38,34,23,6,17,23,47,42
62455124,OMKAR MARATHE,PEDIATRIC HEMATOLOGY ONCOLOGY,9,15,23,15,40,46,3,7,20,24,40,46
20677949,DOYUN PARK,HEMATOLOGY,7,13,27,20,33,44,5,27,39,40,26,50
17167417,Madan Aryal,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,23,26,19,27,39,29,13,16,39,41,49
65652237,KRISTI GEORGE,-,12,19,25,33,37,46,12,0,33,20,41,46
91202989,Pankit Vachhani,HEMATOLOGY/ONCOLOGY,15,11,34,21,37,32,2,11,33,37,30,38
42106680,DENNIS REINKE,"PATHOLOGY, HEMATOLOGY",6,25,31,18,36,37,11,26,23,28,40,35
48687617,HANMANTH NEBOORI,PEDIATRIC HEMATOLOGY ONCOLOGY,7,24,10,32,34,46,16,20,14,28,36,41
79130550,Brian Friend,HEMATOLOGY/ONCOLOGY,12,17,23,15,30,33,18,17,28,23,25,47
49821077,Daniel Cloetingh,HEMATOLOGY,5,10,30,23,38,41,4,10,29,18,35,41
28544329,JENNA SOPFE,HEMATOLOGY,13,11,24,20,37,48,3,12,35,23,50,36
77281546,RANDA TAO,RADIOLOGY ONCOLOGY,9,23,35,24,27,45,14,17,17,30,28,38
16029464,SIDDHARTH SHETH,RADIOLOGY ONCOLOGY,15,10,18,30,32,46,8,27,31,30,32,55
58773385,ZAHRA GHIASSI-NEJAD,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,19,35,32,40,50,30,11,32,26,49,50
27113194,MUDRESH MEHTA,HEMATOLOGY,14,14,18,24,28,47,0,16,39,17,48,42
71160739,Hassan Alkhateeb,GYNECOLOGICAL ONCOLOGY,12,14,30,15,33,31,28,19,35,16,28,39
52505341,Frank Passero,RADIOLOGY ONCOLOGY,11,21,33,30,38,44,30,21,31,28,32,35
40938196,Matthew Weinstock,RADIOLOGY ONCOLOGY,8,10,22,24,26,35,27,7,19,31,40,55
23736754,Jessica Leonard,ONCOLOGY MEDICAL,10,12,12,35,32,30,10,14,38,24,35,41
71079349,Abdallah Abou Zahr,HEMATOLOGY,1,19,26,26,28,48,19,1,18,22,32,43
23826470,Fahad Asad,RADIOLOGY ONCOLOGY,10,21,32,25,30,40,21,13,24,30,38,39
59690560,MATTHEW MCKINNEY,-,0,24,24,15,33,50,19,12,37,34,46,37
83517979,PATRICK ARCHIE,GYNECOLOGICAL ONCOLOGY,0,10,29,18,26,45,23,20,22,34,42,36
14365389,KARI WISINSKI,PEDIATRIC HEMATOLOGY ONCOLOGY,4,13,31,33,34,40,20,2,10,21,29,35
